"","ID","items","trial","cor2","RT","AHA","surprise","task","sample","sex","age","citizenship","english_proficiency","education","cor1","alternative","AHA_fac","task_f","sample_f","suddenness","visual_pic","conceptual_pic","solution_pic","PC_CD_conc","CS_CD_conc","PS_CD_conc","PC_Vis_HR","CS_Vis_HR","PS_Vis_HR","items_utf8","V1","V2","V3","cor2_f","T123Solve_lch","AHA_num","PC_LCH","PS_LCH","CS_LCH","T123_lch"
"422","285","massband.jpg",9,1,8.977,"noAHA",4,"VRAT","english",1,35,"United Kingdom",6,"High School",1,0,"noAHA","VRAT","english",3,"massband.jpg","frosch.jpg","snail.jpg",0.38,0.64,0.41,15.17741935,31,65.9375,"massband.jpg","massband.jpg","","","1",NA,0,0.19343,0.22629,0.38685,NA
"423","285","glocke.jpg",11,0,17.694,"noAHA",4,"VRAT","english",1,35,"United Kingdom",6,"High School",1,0,"noAHA","VRAT","english",3,"glocke.jpg","schal.jpg","hut.jpg",0.4,0.38,0.36,21.52459016,12.67213115,31.81967213,"glocke.jpg","glocke.jpg","","","0",NA,0,0.41972,0.45698,0.41972,NA
"424","285","tischtenniskelle.jpg",14,0,22.708,"noAHA",4,"VRAT","english",1,35,"United Kingdom",6,"High School",1,0,"noAHA","VRAT","english",3,"tischtenniskelle.jpg","fussgaengerueberweg.jpg","stopsign.jpg",0.47,0.51,0.48,9.140625,21.40322581,48.36507937,"tischtenniskelle.jpg","tischtenniskelle.jpg","","","0",NA,0,0.22629,0.35745,0.2443,NA
"425","285","broccoli7_0.jpg",29,0,9.253,"noAHA",4,"VRAT","english",1,35,"United Kingdom",6,"High School",1,0,"noAHA","VRAT","english",3,"broccoli7_0.jpg","radioactive.jpg","atombomb.jpg",0.23,0.16,0.35,11.32258065,12.6031746,79.74193548,"broccoli7_0.jpg","broccoli7_0.jpg","","","0",NA,0,0.20938,0.2443,0.17834,NA
"426","299","PEACH - ARM - TAR",10,1,25.212,"xAHA",3,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PEACH - ARM - TAR","PEACH","ARM","TAR","1",1.11596666666667,1,NA,NA,NA,0.9851
"427","299","SAGE - PAINT - HAIR",14,1,9.395,"xAHA",3,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SAGE - PAINT - HAIR","SAGE","PAINT","HAIR","1",1.4248,1,NA,NA,NA,1.3579
"428","299","branch.jpg",8,1,7.925,"xAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"branch.jpg","reh.jpg","antlers.jpg",0.35,0.42,0.5,20.49180328,63.31147541,66.43548387,"branch.jpg","branch.jpg","","","1",NA,1,0.26356,0.38685,0.22629,NA
"429","299","broccoli7_0.jpg",9,0,5.378,"xAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"broccoli7_0.jpg","radioactive.jpg","atombomb.jpg",0.23,0.16,0.35,11.32258065,12.6031746,79.74193548,"broccoli7_0.jpg","broccoli7_0.jpg","","","0",NA,1,0.20938,0.2443,0.17834,NA
"430","299","anhaenger2.jpg",20,0,19.028,"xAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"anhaenger2.jpg","icecristall.jpg","sled.jpg",0.31,0.3,0.31,8.114754098,8.540983607,53.96774194,"anhaenger2.jpg","anhaenger2.jpg","","","0",NA,1,0.30657,0.55088,0.30657,NA
"431","299","hedgehog.jpg",25,1,7.127,"xAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",4,"hedgehog.jpg","haarspange.jpg","brush.jpg",0.46,0.59,0.35,16.59677419,21.57377049,51.01612903,"hedgehog.jpg","hedgehog.jpg","","","1",NA,1,0.19343,0.17834,0.41972,NA
"432","299","reifen.jpg",39,1,7.673,"xAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,1,"xAHA","VRAT","english",4,"reifen.jpg","hand.jpg","ring.jpg",0.25,0.27,0.32,7.393442623,7.629032258,66.25396825,"reifen.jpg","reifen.jpg","","","1",NA,1,0.35745,0.41972,0.38685,NA
"433","299","WORM - SHELF - END",3,1,0.601,"xAHA",2,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WORM - SHELF - END","WORM","SHELF","END","1",1.1012,1,NA,NA,NA,1.1796
"434","299","BOOT - SUMMER - GROUND",5,1,1.637,"xAHA",2,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BOOT - SUMMER - GROUND","BOOT","SUMMER","GROUND","1",1.4917,1,NA,NA,NA,1.39303333333333
"435","299","COTTAGE - SWISS - CAKE",6,1,0.616,"xAHA",2,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COTTAGE - SWISS - CAKE","COTTAGE","SWISS","CAKE","1",1.9364,1,NA,NA,NA,1.1259
"436","299","SANDWICH - HOUSE - GOLF",8,1,0.539,"xAHA",2,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SANDWICH - HOUSE - GOLF","SANDWICH","HOUSE","GOLF","1",1.0268,1,NA,NA,NA,0.901333333333333
"437","299","streichholz.jpg",5,0,14.898,"xAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"streichholz.jpg","cheeseburger.jpg","fries.jpg",0.43,0.58,0.44,7.306451613,12.85245902,45.9047619,"streichholz.jpg","streichholz.jpg","","","0",NA,1,0.33085,0.35745,0.5,NA
"438","299","tischtenniskelle.jpg",10,1,13.131,"xAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"tischtenniskelle.jpg","fussgaengerueberweg.jpg","stopsign.jpg",0.47,0.51,0.48,9.140625,21.40322581,48.36507937,"tischtenniskelle.jpg","tischtenniskelle.jpg","","","1",NA,1,0.22629,0.35745,0.2443,NA
"439","299","nacktschnecke.jpg",15,1,4.672,"xAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"nacktschnecke.jpg","cappucino.jpg","croissant.jpg",0.43,0.51,0.43,21.79032258,22.26229508,77.44262295,"nacktschnecke.jpg","nacktschnecke.jpg","","","1",NA,1,0.20938,0.22629,0.35745,NA
"440","299","pilz.jpg",27,1,9.626,"xAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"pilz.jpg","rainjacket.jpg","umbrella.jpg",0.38,0.59,0.32,14.33870968,8.129032258,61.9047619,"pilz.jpg","pilz.jpg","","","1",NA,1,0.30657,0.35745,0.38685,NA
"441","299","umdreher.jpg",38,1,1.163,"xAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"umdreher.jpg","muecke.jpg","flyswat.jpg",0.41,0.37,0.53,11.09836066,10.17741935,68.06557377,"umdreher.jpg","umdreher.jpg","","","1",NA,1,0.15041,0.45698,0.17834,NA
"442","299","corset.jpg",41,1,2.504,"xAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"corset.jpg","stopwatch.jpg","sandclock.jpg",0.32,0.54,0.32,9.225806452,12.22580645,40.85245902,"corset.jpg","corset.jpg","","","1",NA,1,0.35745,0.35745,0.69343,NA
"443","299","sleepingbag.jpg",48,1,4.043,"xAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,1,"xAHA","VRAT","english",5,"sleepingbag.jpg","egypt.jpg","mummy.jpg",0.35,0.45,0.32,11.16129032,18.31147541,82.40983607,"sleepingbag.jpg","sleepingbag.jpg","","","1",NA,1,0.41972,0.41972,0.41972,NA
"444","299","ufo.jpg",60,1,3.342,"xAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"ufo.jpg","eishockeyhelmet.jpg","puck.jpg",0.44,0.5,0.33,17.79365079,22.75409836,42.03278689,"ufo.jpg","ufo.jpg","","","1",NA,1,0.35745,0.45698,0.41972,NA
"445","299","rohrsystem.jpg",62,1,4.37,"xAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",5,"rohrsystem.jpg","maus.jpg","maze.jpg",0.39,0.32,0.39,7.016393443,9.285714286,72.2295082,"rohrsystem.jpg","rohrsystem.jpg","","","1",NA,1,0.19343,0.5,0.282595,NA
"446","299","MASTER - TOSS - FINGER",7,1,0.747,"xAHA",1,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MASTER - TOSS - FINGER","MASTER","TOSS","FINGER","1",1.1012,1,NA,NA,NA,1.04253333333333
"447","299","CANE - DADDY - PLUM",17,1,0.838,"xAHA",1,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","CRA","english",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CANE - DADDY - PLUM","CANE","DADDY","PLUM","1",0.7473,1,NA,NA,NA,0.8961
"448","299","grapes.jpg",31,1,2.012,"xAHA",1,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",6,"grapes.jpg","partyhat.jpg","ballons.jpg",0.45,0.53,0.38,12.96774194,27.18032787,70.4516129,"grapes.jpg","grapes.jpg","","","1",NA,1,0.26356,0.30657,0.33085,NA
"449","299","celery.jpg",52,1,1.048,"xAHA",1,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",6,"celery.jpg","swing2.jpg","slide.jpg",0.26,0.2,0.23,15.42857143,26.484375,35.90163934,"celery.jpg","celery.jpg","","","1",NA,1,0.30657,0.28424,0.5,NA
"450","299","handy.jpg",56,1,2.152,"xAHA",1,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"xAHA","VRAT","english",6,"handy.jpg","rechenschieber.jpg","taschenrechner.jpg",0.46,0.58,0.62,10.90163934,16.09677419,69.75806452,"handy.jpg","handy.jpg","","","1",NA,1,0.45698,0.38685,0.45698,NA
"451","299","DATE - ALLEY - FOLD",19,1,33.151,"noAHA",7,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","CRA","english",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DATE - ALLEY - FOLD","DATE","ALLEY","FOLD","1",1.6094,0,NA,NA,NA,1.0425
"452","299","giesskanne.jpg",63,0,37.031,"noAHA",7,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",0,"giesskanne.jpg","giraffe.jpg","elefant.jpg",0.36,0.69,0.41,53.59016393,36.4516129,52.79365079,"giesskanne.jpg","giesskanne.jpg","","","0",NA,0,0.16402,0.19343,0.45698,NA
"453","299","FRENCH - CAR - SHOE",13,1,28.29,"noAHA",6,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","CRA","english",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FRENCH - CAR - SHOE","FRENCH","CAR","SHOE","1",1.42286666666667,0,NA,NA,NA,0.9783
"454","299","verteilersteckdose.jpg",4,0,25.547,"noAHA",6,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",1,"verteilersteckdose.jpg","turnsign.jpg","trafficlight.jpg",0.41,0.48,0.31,8.950819672,12.29508197,67.49180328,"verteilersteckdose.jpg","verteilersteckdose.jpg","","","0",NA,0,0.38685,0.38685,0.35745,NA
"455","299","bowtie.jpg",19,0,31.524,"noAHA",6,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",1,"bowtie.jpg","kaefer.jpg","butterfly.jpg",0.36,0.54,0.4,10.20634921,25.79032258,56.64516129,"bowtie.jpg","bowtie.jpg","","","0",NA,0,0.16402,0.16402,0.55088,NA
"456","299","boxing.jpg",22,0,37.145,"noAHA",6,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",1,"boxing.jpg","sushi.jpg","lobster.jpg",0.36,0.47,0.39,9.741935484,20.06451613,48.79365079,"boxing.jpg","boxing.jpg","","","0",NA,0,0.30657,0.28424,0.41972,NA
"457","299","football.jpg",26,1,40.651,"noAHA",6,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,1,"noAHA","VRAT","english",1,"football.jpg","pflaster.jpg","scar.jpg",0.33,0.4,0.26,17.83606557,35.03278689,60.52380952,"football.jpg","football.jpg","","","1",NA,0,0.38685,0.26356,0.26356,NA
"458","299","krabbe.jpg",50,0,27.547,"noAHA",6,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",1,"krabbe.jpg","nagel1.jpg","pliers.jpg",0.37,0.28,0.33,9.360655738,12.5483871,27.62903226,"krabbe.jpg","krabbe.jpg","","","0",NA,0,0.17834,0.17834,0.69343,NA
"459","299","MOUSE - BEAR - SAND",9,1,19.118,"noAHA",5,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","CRA","english",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MOUSE - BEAR - SAND","MOUSE","BEAR","SAND","1",1.0992,0,NA,NA,NA,1.22546666666667
"460","299","bugeleisen.jpg",23,1,21.246,"noAHA",5,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",2,"bugeleisen.jpg","salmon.jpg","boat.jpg",0.39,0.31,0.39,36.5,45.95081967,66.72580645,"bugeleisen.jpg","bugeleisen.jpg","","","1",NA,0,0.19343,0.38685,0.19343,NA
"461","299","golfball.jpg",40,1,13.606,"noAHA",5,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",2,"golfball.jpg","astronaut.jpg","moon.jpg",0.31,0.29,0.4,18.17741935,15.87096774,73.41935484,"golfball.jpg","golfball.jpg","","","1",NA,0,0.17834,0.30657,0.22629,NA
"462","299","steckdose.jpg",46,0,15.908,"noAHA",5,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",2,"steckdose.jpg","facemask.jpg","face.jpg",0.3,0.41,0.33,12.13114754,8.790322581,34.91803279,"steckdose.jpg","steckdose.jpg","","","0",NA,0,0.41972,0.38685,0.35745,NA
"463","299","vogelkaefig.jpg",58,1,24.871,"noAHA",5,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",2,"vogelkaefig.jpg","gavel.jpg","prison.jpg",0.26,0.17,0.38,10.18032787,8.777777778,54.82258065,"vogelkaefig.jpg","vogelkaefig.jpg","","","1",NA,0,0.45698,0.41972,0.33085,NA
"464","299","knopf.jpg",64,0,8.278,"noAHA",5,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",2,"knopf.jpg","hole.jpg","gullycover.jpg",0.47,0.46,0.38,46.80952381,58.70491803,66.62295082,"knopf.jpg","knopf.jpg","","","0",NA,0,0.26356,0.38685,0.30657,NA
"465","299","kabelrolle.jpg",11,1,4.77,"noAHA",4,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",3,"kabelrolle.jpg","filmtimer.jpg","filmreel.jpg",0.34,0.43,0.47,21.828125,17.62295082,69.63492063,"kabelrolle.jpg","kabelrolle.jpg","","","1",NA,0,NA,0.30657,NA,NA
"466","299","stempel.jpg",30,1,11.184,"noAHA",4,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",3,"stempel.jpg","nail.jpg","hammer.jpg",0.35,0.38,0.37,14.14285714,50.37704918,23.61290323,"stempel.jpg","stempel.jpg","","","1",NA,0,0.38685,0.38685,0.69343,NA
"467","299","octopus.jpg",35,0,11.906,"noAHA",4,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",3,"octopus1.jpg","saugnapf2.jpg","octopus.jpg",0.6,0.54,0.5,36.04761905,14.85714286,48.70967742,"octopus.jpg","octopus.jpg","","","0",NA,0,NA,0.19343,0.19343,NA
"468","299","zebra.jpg",43,0,7.631,"noAHA",4,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",3,"zebra.jpg","road1.jpg","crosswalk.jpg",0.16,0.28,0.29,28.83606557,64.69354839,46.31147541,"zebra.jpg","zebra.jpg","","","0",NA,0,0.12502,0.13743,0.5,NA
"469","299","mosaik.jpg",49,0,7.254,"noAHA",4,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",3,"mosaik.jpg","poster_eiffel.jpg","puzzle.jpg",0.47,0.39,0.63,40.90322581,38.24590164,57.31147541,"mosaik.jpg","mosaik.jpg","","","0",NA,0,0.5,0.45698,0.41972,NA
"470","299","spidertable.jpg",55,1,15.061,"noAHA",4,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",3,"spidertable.jpg","fliege.jpg","spider.jpg",0.22,0.5,0.25,31.90322581,53.62295082,63.25806452,"spidertable.jpg","spidertable.jpg","","","1",NA,0,0.19343,0.2443,0.41972,NA
"471","299","waschmaschine.jpg",59,1,8.974,"noAHA",4,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",3,"waschmaschine.jpg","cameratripod.jpg","fotoapparat.jpg",0.62,0.69,0.56,15.39344262,17.42622951,52.80645161,"waschmaschine.jpg","waschmaschine.jpg","","","1",NA,0,0.35745,0.45698,0.35745,NA
"472","299","stecknadel.jpg",12,1,4,"noAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",4,"stecknadel.jpg","bonbon.jpg","lolli.jpg",0.4,0.47,0.39,17.36065574,21.82539683,87.62903226,"stecknadel.jpg","stecknadel.jpg","","","1",NA,0,0.28424,0.26356,0.61315,NA
"473","299","seife2.jpg",16,1,2.156,"noAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",4,"seife2.jpg","monitor.jpg","computermouse.jpg",0.3,0.53,0.44,23.92063492,11.22580645,56.80645161,"seife2.jpg","seife2.jpg","","","1",NA,0,0.38685,0.38685,0.38685,NA
"474","299","gasflasche.jpg",17,1,9.648,"noAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",4,"gasflasche.jpg","feuer.jpg","feuerloescher.jpg",0.38,0.37,0.58,11.3968254,13.72131148,78.12903226,"gasflasche.jpg","gasflasche.jpg","","","1",NA,0,0.2443,0.38685,0.20938,NA
"475","299","iglo.jpg",21,1,6.024,"noAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",4,"iglo.jpg","baseball.jpg","cap.jpg",0.35,0.74,0.39,10.25396825,9.836065574,53.78688525,"iglo.jpg","iglo.jpg","","","1",NA,0,0.30657,0.30657,0.55088,NA
"476","299","pocketwatch7.jpg",34,1,6.175,"noAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",4,"pocketwatch7.jpg","worldmap_a.jpg","compass.jpg",0.3,0.41,0.32,41.54098361,42.36065574,83.77419355,"pocketwatch7.jpg","pocketwatch7.jpg","","","1",NA,0,0.5,0.69343,0.5,NA
"477","299","mutter2.jpg",37,1,2.664,"noAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",4,"mutter2.jpg","bee.jpg","honeycomb.jpg",0.5,0.45,0.53,8.442622951,15.03278689,21.24590164,"mutter2.jpg","mutter2.jpg","","","1",NA,0,0.13743,0.35745,0.20938,NA
"478","299","polaroid.jpg",45,0,6.333,"noAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",4,"polaroid.jpg","briefkasten.jpg","briefmarke.jpg",0.31,0.47,0.45,8.838709677,9.421875,61.26229508,"polaroid.jpg","polaroid.jpg","","","0",NA,0,0.45698,0.26356,0.26356,NA
"479","299","ladder1.jpg",47,0,7.685,"noAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",4,"ladder1.jpg","Lok.jpg","tracks.jpg",0.31,0.42,0.29,9.393442623,15.72580645,49.38709677,"ladder1.jpg","ladder1.jpg","","","0",NA,0,0.33085,0.45698,0.38685,NA
"480","299","t.jpg",54,1,3.249,"noAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",4,"t.jpg","jogginghose.jpg","t-shirt.jpg",0.31,0.6,0.25,12.93442623,23.55737705,37.19354839,"t.jpg","t.jpg","","","1",NA,0,0.22629,0.20938,0.41972,NA
"481","299","porcupine.jpg",57,0,6.431,"noAHA",3,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",4,"porcupine.jpg","garbcoll.jpg","broom.jpg",0.48,0.58,0.39,7.85483871,13.42622951,24.76190476,"porcupine.jpg","porcupine.jpg","","","0",NA,0,0.15041,0.17834,0.69343,NA
"482","299","WATER - MINE - SHAKER",15,1,2.579,"noAHA",2,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","CRA","english",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WATER - MINE - SHAKER","WATER","MINE","SHAKER","1",1.5168,0,NA,NA,NA,1.5258
"483","299","DRESS - DIAL - FLOWER",20,1,2.696,"noAHA",2,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","CRA","english",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DRESS - DIAL - FLOWER","DRESS","DIAL","FLOWER","1",1.26476666666667,0,NA,NA,NA,1.18666666666667
"484","299","PIKE - COAT - SIGNAL",21,1,3.997,"noAHA",2,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","CRA","english",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PIKE - COAT - SIGNAL","PIKE","COAT","SIGNAL","1",1.39986666666667,0,NA,NA,NA,1.44443333333333
"485","299","bowlingpins.jpg",6,1,7.444,"noAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,1,"noAHA","VRAT","english",5,"bowlingpins.jpg","glas.jpg","bottle.jpg",0.35,0.7,0.33,20.75806452,22.16393443,67.20634921,"bowlingpins.jpg","bowlingpins.jpg","","","1",NA,0,0.41972,0.41972,0.55088,NA
"486","299","fotofilm.jpg",7,1,8.28,"noAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",5,"fotofilm.jpg","stromkreis.jpg","batterie.jpg",0.48,0.45,0.41,13.03278689,9.968253968,74.63934426,"fotofilm.jpg","fotofilm.jpg","","","1",NA,0,0.35745,0.35745,0.69343,NA
"487","299","rettungsring.jpg",13,1,9.155,"noAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",5,"rettungsring.jpg","muffin.jpg","donut.jpg",0.37,0.61,0.44,14.30645161,27.49206349,64.28571429,"rettungsring.jpg","rettungsring.jpg","","","1",NA,0,0.30657,0.28424,0.61315,NA
"488","299","bag.jpg",32,1,3.461,"noAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",5,"bag.jpg","key.jpg","lock.jpg",0.42,0.34,0.33,9.540983607,13.46031746,81.09375,"bag.jpg","bag.jpg","","","1",NA,0,0.41972,0.38685,0.5,NA
"489","299","glocke.jpg",33,1,2.728,"noAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",5,"glocke.jpg","schal.jpg","hut.jpg",0.4,0.38,0.36,21.52459016,12.67213115,31.81967213,"glocke.jpg","glocke.jpg","","","1",NA,0,0.41972,0.45698,0.41972,NA
"490","299","dalmatiner.jpg",44,1,2.298,"noAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",5,"dalmatiner.jpg","milk.jpg","cow.jpg",0.32,0.47,0.51,17.70491803,19,68.64516129,"dalmatiner.jpg","dalmatiner.jpg","","","1",NA,0,0.28424,0.41972,0.33085,NA
"491","299","watte.jpg",51,0,5.671,"noAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",5,"watte.jpg","sugacon8.jpg","cottoncandy.jpg",0.34,0.46,0.51,25.8852459,51.41269841,63.40983607,"watte.jpg","watte.jpg","","","0",NA,0,0.38685,0.35745,0.41972,NA
"492","299","handcuf3.jpg",53,1,1.952,"noAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",5,"handcuf3.jpg","eye.jpg","glasses.jpg",0.32,0.37,0.38,19.85245902,18.77419355,66.75806452,"handcuf3.jpg","handcuf3.jpg","","","1",NA,0,0.30657,0.41972,0.28424,NA
"493","299","pistachio.jpg",61,0,13.679,"noAHA",2,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",5,"pistachio.jpg","pearlnec.jpg","clam.jpg",0.55,0.53,0.62,11.0952381,17.01587302,53.85483871,"pistachio.jpg","pistachio.jpg","","","0",NA,0,0.38685,0.28424,0.2443,NA
"494","299","CREAM - SKATE - WATER",4,1,0.205,"noAHA",1,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","CRA","english",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CREAM - SKATE - WATER","CREAM","SKATE","WATER","1",1.65923333333333,0,NA,NA,NA,1.2485
"495","299","SLEEPING - BEAN - TRASH",16,1,0.027,"noAHA",1,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","CRA","english",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SLEEPING - BEAN - TRASH","SLEEPING","BEAN","TRASH","1",1.1296,0,NA,NA,NA,1.07113333333333
"496","299","FOOD - FORWARD - BREAK",18,1,0.804,"noAHA",1,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","CRA","english",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOOD - FORWARD - BREAK","FOOD","FORWARD","BREAK","1",NA,0,NA,NA,NA,NA
"497","299","SANDWICH - HOUSE - GOLF",22,1,0.677,"noAHA",1,"CRA","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","CRA","english",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SANDWICH - HOUSE - GOLF","SANDWICH","HOUSE","GOLF","1",1.0268,0,NA,NA,NA,0.901333333333333
"498","299","lupe.jpg",14,1,5.585,"noAHA",1,"VRAT","english",0,25,"U.S.A.",6,"BA/BSc",1,0,"noAHA","VRAT","english",6,"lupe.jpg","topf.jpg","pan.jpg",0.37,0.64,0.41,17.96721311,24.67213115,72.2295082,"lupe.jpg","lupe.jpg","","","1",NA,0,0.41972,0.41972,0.69343,NA
